created_at;tweet;label
03/03/2021 04:01;b'Kegiatan Ronda Covid-19 PSBB di Lingkungan Rw 009 Kelurahan Kebon Jeruk Jakarta barat.\nhttps://t.co/LWiBfTN464\n\n@aniesbaswedan \n@ArizaPatria\n@BeritaJakarta \n@DKIJakarta \n@kominfotikjb\n@KecKebonJeruk \n@LAPOR1708 \n@JSCLounge \n@SatpolPP_DKI \n@infojkt \n@jktinformasi https://t.co/Z7kofPk8FK';positif
03/03/2021 03:58;b'@subtanyarl back to early 2020. awal psbb, dmn org org pada panic buying...';negatif
03/03/2021 03:56;b'psbb di perpanjang';netral
03/03/2021 03:50;b'senjatanya xiao macem macem ya dari pjws bisa jadi bpjs, psbb......... apa lagi';netral
03/03/2021 03:44;b'Pemutusan mata rantai penularan hanya ditempuh dengan kebijakan Pembatasan Sosial Berskala Besar (PSBB) berjilid-jilid sebagai lanjutan dari darurat Kesehatan. Itupun pelaksanaannya diserahkan kepada daerah dan cenderung kurang ketat. #SetahunCoronaRI';negatif
03/03/2021 03:41;b'@DonAdam68 gara-gara mereka nih ya langsung melonjak dan lahir lah PSBB pertama,kedua,ketiga sampe sekarang dah 1 tahun sudah';negatif
03/03/2021 03:41;b'Menerapkan aturan Pembatasan Sosial Berskala Besar (PSBB) melalui PP 21/2020, yang dilengkapi dengan Pedoman Pelaksanaan PSBB melalui Permenkes 9/2020, disusul dengan\nmenerbitkan PP 23/2020 tentang Pelaksanaan Program Pemulihan Ekonomi Nasional.\n@KemenkesRI https://t.co/HHK9Vo5d7B';positif
03/03/2021 03:36;b'@HaryantoMarijan @anovaway @susetyopr @YouTube Duh sama belutnya ya antara pendukung dan junjungannya. Modal screenshot buat giring opini terus. Yg jelas gw kritik Anis buat tegas dgn aturannya sndr. Izin usaha siapapun yg ngeluarin tp saat PSBB OPERASIONAL nya ngikutin aturan Pergub. Smoga yg baca pada paham. Termasuk Anis.';negatif
03/03/2021 03:26;b'@matchadango_ @ogiyogy MALEM TUTUPNOYY PSBB. NANTI GUE SURUH TUTUP JAM 7 LAGI NIH EMOL DISELURUH JAKARTA';negatif
03/03/2021 03:25;b'@insaari_ @pimamanggala @SoundOfYogi Kalau pas awal Maret itu langsung full disiplin PSBB ketat atau apalah itu di semua daerah yang berpotensi besar sudah kena. Dan orang miskin beneran disupport sembako dan uang saku serta ada pemutihan pajak dan biaya2 selama 2 bulan sambil tes massif, bisa.\n\nTapiiii.. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';positif
03/03/2021 03:24;b'1 tahun sudah\xc2\xa0COVID-19 mewabah di Indonesia. Berbagai\xc2\xa0hal\xc2\xa0sudah kita\xc2\xa0lakukan, mulai dari penggunaan protokol kesehatan sampai PSBB #DiRumahAja. https://t.co/gAKGPa69Ri';positif
03/03/2021 03:20;b'Hidup kalau ga ada tugas, bukan kehidupan.\n-@izzanalhaqqin-\n\n#kuliah #kuliahonline #psbb #Online #serbaonline #kuotahabis #curhat';netral
03/03/2021 03:17;b'@asahiteruto Yedam km hrus liat kondisi dompetku,,,, psbb.... Pas Saya Buka Bersih....... \xf0\x9f\x98\x94 https://t.co/QJOBeQhw3P';netral
03/03/2021 03:16;b'PMII AIRLANGGA BERBAGI, BUKA DONASI BERBAGI MAKANAN UNTUK MASYARAKAT\n\nTepat setahun sudah pandemi covid-19 ada di Indonesia. Setelah PSBB yang berjilid-jilid dan PKKM yang terus diberlakukan hingga hari ini, banyak masyarakat yang mengalami kesulitan dalam ekonomi. https://t.co/pXj723TMr7';negatif
03/03/2021 03:15;b'@grisellyns Wkwkwk gabisa psbb';netral
03/03/2021 03:15;b'Himbauan Prokes Covid 19 tentang PSBB mikro Polsek Cibeunying Kaler Polrestabes Bandung , di komplek sukaluyu https://t.co/XVGoNe8QD8';positif
03/03/2021 03:12;b'@ozalivia Duh gigiku udah tidak aestetik da seng ngisor , koyok onk penerapan PSBB ngono lo';negatif
03/03/2021 03:10;b'10.30 Sat Lantas Jaktim gabung Dishub, Satpol-PP melaksanakan PPKM dan PSBB di Check Point Lampiri Kalimalang, memberikan sanksi sosial kepada pelanggar Protokol Kesehatan dengan membersihkan jalan, situasi berjalan kondusif. https://t.co/OeTCctTvpP';positif
03/03/2021 03:07;b'Kwkwk psbb weee gaiso hura\xe2\x80\x9d, gak oleh aku undangane, ngenteni awkmu ae ak \xf0\x9f\x98\x82 https://t.co/rkg1G1iyUz';negatif
03/03/2021 03:07;b'Kabar baru gak enak: virus #corona mutan menggila, Hati-hati ya .... https://t.co/Ep3gLqVopt';negatif
03/03/2021 03:06;"b'2. Mau ga mau sbg negara2 yg dingin, bangsa Eropa harus cari cara buat nemuin rempah2... Jadi Si PSBB (tapi ""B"" nya ilang satu), yakni Portugis, Spanyol, dan Belanda ke nusantara.\n3. Tapi sebenernya, Portugis dan Spanyol duluan, sih... Makanya ada perjanjian Tordesilas dan'";netral
03/03/2021 03:04;b'10.10 Sat Lantas Jakpus gabung Dishub, Satpol-PP melaksanakan giat pembagian masker, Himbauan, dan Sosialisasi Prokes Covid 19 serta Kebijakan PPKM/PSBB di Jl. H Ung Jakarta Pusat, situasi berjalan kondusif. https://t.co/n6vQW4zhS7';positif
03/03/2021 03:04;b'Mutasi Corona B117, Pemprov DKI Perketat PSBB https://t.co/Z8AFGzo9vb';positif
03/03/2021 02:55;b'@subtanyarl gaada, krena waktu trakir gue sekolah tuh anak klas 12 mau ujian atau apa gt lupa. nah sekolah gue emg libur duluan sblm psbb, jd terakhir sekolah 12 maret hbs bersih\xc2\xb2 gaboleh ada yg ketinggalan di laci.';netral
03/03/2021 02:49;b'Giat Yustisi Gakplin Pemberlakuan Pembatasan Kegiatan Masyarakat Berbasis Mikro (PPKM)/PSBB proposional di Pasar Pola Cijerah. Rabu, 3 Maret 2021 Cc : @pembdg @halobandung @kec_bandung_kulon @kartila7262 @kartilaelza https://t.co/FwiVYsSGbo';netral
03/03/2021 02:48;b'Belum chan\n\nMasih psbb disini mah\xf0\x9f\x91\x8c https://t.co/xR4mv0WhBz';netral
03/03/2021 02:47;b'@JSTrikukuh @thoriqmm SG negara kota, tanpa kota2 satelit kayak Bodetabek, belum lagi Bandung Cirebon yang kerja di DKI.\n\nSecara geografis, SG terkurung. \n\nTerus gmn caranya mengurung Jkt, wong temen kami, usia 60, nekad Jkt-Bdg naik motor lewat desa/ ladang/ sawah \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f menghindari polisi saat PSBB dulu';negatif
03/03/2021 02:40;b'@HaryantoMarijan @anovaway @susetyopr @YouTube Izin operasional aturan PSBB tong. Kategori RM, kafe, tempat hiburan skrg aturan PSBB tong. Pemda nya aja gk Niat Tegas.';negatif
03/03/2021 02:33;b'@RD_4WR1212 @mohmahfudmd psbb dicabut kalau banyak yg tertular dan tewas, pemerintah bisa dituduh genocide';negatif
03/03/2021 02:30;b'@amelianrhsnh ih iya gendok bgt aku wkwk pdhl sebelum psbb sering ke indo alfa jam 8 buat jajan';negatif
03/03/2021 02:27;b'@HaryantoMarijan @anovaway @susetyopr @YouTube Lu paham bedanya izin usaha sama izin operasional gk tong? Buka- tutup itu artinya buka jam brp-tutup jam brp? Ada aturan nya soal PSBB. Kl ngelanggar bisa ditutup. Pemda nya aja gk niat tegas.';negatif
03/03/2021 02:23;b'@mohmahfudmd Pak Menteri mohon di usulkan PSBB itu di Cabut saja dengan syarat tetap kita Patuhi Protokol Kesehatan sesuai Anjuran Pemerintah, Kl seperti ini terus sampai kapan Negara Bertahan, Rakyat sdh jenuh 1 tahun lho Pak Ekonomi tidak bergerak Mohon di pertimbangkan Pak Menteri \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f';negatif
03/03/2021 02:16;b'@detikcom bodo amat anjing capek pengen liburan malah disuruh jaga jarak psbb cpns ppkm sbmptn bgst';negatif
03/03/2021 01:59;b'8) Salah satu keberhasilan gerakan Kolaborasi JKT adl gotong royong mengendalian pandemi Covid-19. DKI meluncurkan KSBB (Kolaborasi Sosial Berskala Besar). DKI membuka diri bg siapa sj yg ingin bantu JKT mengendalikan pandemi.   Penerapan PSBB dibarengi dg KSBB sbg safety net.';positif
03/03/2021 01:55;"b'""Jadi, mari kita kembali patuh, taat, disiplin. Ini obat kita yang paling manjur,"" ucapnya.\n\n#PSBB #PPKM #DKIJakarta \nhttps://t.co/eUSI5N60vw'";positif
03/03/2021 01:53;b'Ada seleb aceh yg baru birthday party di kawasan laut,bener2 buat iri dengan keadaan diaceh bener2 bisa hidup normal ga ada psbb ga ada yang pake masker ga ada yang jaga jarak huuuuaaaaa\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba';positif
03/03/2021 01:42;b'@subtanyarl botol minum gua pas bgt hari terakhir kuliah offline sebelum psbb ketinggalan dibawah kursi\xf0\x9f\x98\xad';netral
03/03/2021 01:34;b'@MajuBersamaAsia Wa terakhir Maret, lalu naik sekali pas mobil rusak. Baru kali ini naik MRT lagi karena macetnya udah balik seperti pra PSBB';negatif
03/03/2021 01:33;b'jadi inget PSBB \xf0\x9f\xa5\xb2';netral
03/03/2021 01:13;b'@neticzen Psbb';netral
03/03/2021 01:00;b'@neticzen Psbb';netral
03/03/2021 00:49;b'@cigtr psbb';netral
03/03/2021 00:37;b'@subtanyarl Baru prepare ke bali, untung pulang sblm psbb';netral
03/03/2021 00:35;"b'\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8 FLASHBACK TREND MARET 2020 \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n"" TIKTOK, KORONA DAN PSBB CHECK "" https://t.co/oHnra3cFGJ'";netral
03/03/2021 00:32;b'@tanyainrl semenjak psbb gaada namanya mandi pagi dikamus gue....';negatif
03/03/2021 00:20;"b'@bufbbly WKWKWKWKWK bener, nanti tambah panjang. tapi bisa juga dikasih yang ""banyak yang masih melanggar, lihat banyak yang masih nongkrong di jam jam psbb"" atau enggak nanti juga bisa ditambah ""petugas keamanan masih kurang maksimal, sehingga masih banyak yang melanggar""'";negatif
03/03/2021 00:12;b'@bufbbly topic debat soal aturan psbb bagus tuh';positif
02/03/2021 23:47;b'min ini armada kalideres harmoni pada kemanain? lama banget nunggunya trs penuh pula \xf0\x9f\x98\xad @PT_Transjakarta gaada psbb keknya ini mah. trs petugas setiap halte kok skrg gaada ya? https://t.co/5iX57BUtDg';negatif
02/03/2021 23:40;b'@FirzaHusain Setuju kak... Menurut ak d lakukan setengah hati dan terjadi pembiaran.. PSBB d berlakukan tapi tindakan antisipasi sampai sanksi tdak dilakukn, jgnkan kerumunan kecil, yg jelas sebesar petamburan aja dia cuek yg penting cuan 50jt..cuma retorika aja... Skdar lipsservice gabener';negatif
02/03/2021 23:36;b'@subtanyarl Lagi kerja full,terus mulai psbb jalan pd ditutup dan aku weekend libur,kpn lg kerja di mall weekend libur trs\xf0\x9f\x98\x82';positif
02/03/2021 23:03;b'@ariel_heryanto Sama ky penanganan covid 19, psbb ppmk mikro dst. Jd Presiden kok mencla mencle  \xf0\x9f\x98\x83\xf0\x9f\x98\x82\xf0\x9f\x98\x85';negatif
02/03/2021 22:57;"b'Anggota gabungan TNI-POLRI-POL PP Karangpucung melaksanakan apel, dilanjutkan dengan razia masker, himbauan penerapan prokes &amp; pantauan PSBB kepada masyarakat, pedagang, dan pertokoan di wil. Kec. Karangpucung.\n\n#poldajateng\n#polrescilacap\n#polsekkarangpucung https://t.co/9QLoWXBM8T'";positif
02/03/2021 22:41;b'@alfinsZzz Etihad stadium taat psbb';positif
02/03/2021 22:12;b'@sesuai_akun Sunyi, psbb euy';netral
02/03/2021 22:12;b'Kirik plastik, andang wes upgrade wae.\nPsbb meneh, ra bodo meneh, vaksin anyar meneh https://t.co/rG5NNY8WMQ';netral
02/03/2021 22:05;b'dagang sate taichan. \norang2 pada psbb, aku keliling2 delivery sate wkwk. https://t.co/clmckwqZL9';positif
02/03/2021 21:29;b'@subtanyarl gaadaaa, waktu itu udh beberes hari sabtunya kosongin kolong meja karna buat uts, ehhh karna psbb uts nya jdi daring';netral
02/03/2021 21:13;b'@kngfess Psbb gak psbb tetep weh rame ahh diluar';negatif
02/03/2021 21:08;b'CING! PSBB sampe kapan?';netral
02/03/2021 20:06;b'PSBB (Pikiran Semrawot Bercampur Budrekk).';negatif
02/03/2021 19:57;b'#FotoProfilBaru mengenang pada masa yang indah sebelum #PSBB berlaku. Ingin rasanya bertamasya kembali.';netral
02/03/2021 19:25;b'@lisdaxxi Ga ada atuh yang 24 jam kan psbb';netral
02/03/2021 19:23;b'@BurhanMuhtadi Bagaimana mau mengikuti.nasehat...para pejabat tidak memberi contoh mengikuti anjuran yang dibuat...eksibisi model.acara kerumunan yang dikawal.aparat mudah djumpai ditengah.program PPKM atau.PSBB...krisis.suri tauladan sebenarnya...\nCc @na_dirs @ainunnajib @ismailfahmi @ulil';negatif
02/03/2021 18:58;b'@uwowbes Mie ayam kamehame , nasi teri gejayan , dikit deng kalo pas psbb gini';netral
02/03/2021 18:51;b'Bismillah\n\nGw mau mencoba ga main twitter smp 16 Maret 2021, setaun stlh PSBB pertama kali diberlakukan di Indonesia\n\nIni pun gw kepancing main lagi ggr memperingati setahun stlh kasus infeksi covid 19 pertama kali diumumkan scr resmi di Indonesia';netral
02/03/2021 18:46;b'@krithikasivasw @sabdavidya And 2hr delay for Gayathri japam. PSBB da\xf0\x9f\x92\xaa';netral
02/03/2021 18:31;b'Nyari angin malam setelah sekian lama psbb ,akhirnya udah lupa jakarta enak juga kalo lewat tengah malam';positif
02/03/2021 18:13;b'@AKUMINJOO01 psbb ges';netral
02/03/2021 18:06;b'@tasyaelsam semenjak psbb idup jadi makin burem :(((';negatif
02/03/2021 18:03;b'@demonilo nerobos jalur psbb';negatif
02/03/2021 17:48;b'@susipudjiastuti Krn Satgas takut kesana ... dan tdk adanya PSBB wkwkwk';negatif
02/03/2021 17:48;b'@instaSTORYid_ Bukan cuma orang2 yg PSBB tapi ini juga ya ngab\xf0\x9f\x98\xad';netral
02/03/2021 17:27;b'@Litokondria @FaridzNoorman Lagi psbb, sekolahan ditutup dut';netral
02/03/2021 17:25;b'Karena psbb, kan hehe... https://t.co/HnkXBIzHlV';netral
02/03/2021 17:15;b'@betbyn ahhh aku baru inget belom psbb!! karna tgl 11 maret aku masih sempro di jurusan\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';netral
02/03/2021 17:08;b'@sunflouvver Hidupny lg psbb beb \xf0\x9f\x98\xad';netral
02/03/2021 16:48;b'@subtanyarl Untuk mukena gw yang gw taruh di lemari kelas. Lu kemana, beberpaa bulan setelah psbb gw kesana lu gaada. Sekarang kelas di renov ya bye bye';netral
02/03/2021 16:35;b'Periode ke-18 PSBB, kasus penularan dan angka kematian akibat COVID-19 di Kabupaten Bogor mulain melandai. #Covid-19 https://t.co/Leb0jviat5';positif
02/03/2021 16:33;b'Tepat setahun yang lalu terakhir kali nonton ke bioskop. Masih inget waktu itu nonton Milea dan besoknya PSBB diberlakukan. Udah setahun aja ternyata..';netral
02/03/2021 16:30;b'Bayi PSBB.... 3 bulan wfh hamil. Rejeki emang ada aja dr Allah mah.';positif
02/03/2021 16:24;b'@dprddkijakarta \nSlogan bahagia jdi warga DKI ..jauh banget hampir tiap malam kebsrisikan warkop trotoar milik adik Rw yg bisa seenaknya\nDri penerapan PSBB ptama kali nih cafe tiap malem kumpul n jreng2 tetep aja dicuekin sdh setahun lebih exis';negatif
02/03/2021 16:23;b'@cayak06 iya sih cay tapi kalo psbb tetep gak boleh deh kayanya hueeee \xf0\x9f\x98\xad';negatif
02/03/2021 16:22;b'@subtanyarl Sebelum psbb ketinggalan tempat makan bekas lontong sayur sama bekas nasi goreng kira2 dari November 2019. Terus adalagi buku paket, figura, panci, toples, cat2 air, plastik2, tas kanvas, baju cadangan, kamus2, botol air, gatau pokoknya banyak bgt ya tuhan @thebookofyoungk';netral
02/03/2021 16:17;b'@subtanyarl Sebelum psbb, naruh anak kucing di kolong meja karena kasian ngga punya tempat tinggal. Skrg gatau  gimana nasibnya';netral
02/03/2021 16:14;b'@plwupy @subtanyarl YA KAN GUE GATAU MAU PSBB ANJIRRR';negatif
02/03/2021 16:10;b'@sarawadt iyaa lumayan juga duitnya, buat video aja sii rencananya terus kalo ada lomba ya buat lomba juga cuma kemarin uda mau booking tempat malah psbb lagi yauda deh gagal semua :(';negatif
02/03/2021 16:09;b'@tanyainrl Baca nya psbb dongg \xf0\x9f\x98\xad';netral
02/03/2021 16:07;b'@subtanyarl Kalo sebelum psbb gaadaa soalnya waku itu usbn jdi lokernya wajib dikosongin wkwk biasanya sih aku sengaja ninggalin beberapa bukuu\xf0\x9f\x98\x83';netral
02/03/2021 16:00;b'\xf0\x9f\x93\xb7 Hari ini kebetulan jadwal test rutin di kantor \xe2\x80\xa6 akhirnya bisa menjemput kenang2an sejak perpisahan virtual 18 Februari yang lalu \xe2\x80\xa6 (maklum PSBB) So much things happened I don\xe2\x80\x99t know where to start \xe2\x80\xa6 but the most important is to be... https://t.co/HN7Jf7BC36';negatif
02/03/2021 15:58;b'@subtanyarl cuma ninggalin alquran sama bbrp buku doang kayaknya soalnya pas mau psbb mau uasbn jadi barang dilaci disuruh kosongin trs ak niatnya mau bawa pulang nanti senennya soalnya itu ak dah bawa barang banyak bgt kek mau pulang kampung gataunya gajadi sekolah dong wkwk';netral
02/03/2021 15:55;"b'@francmohede @aniesbaswedan pempus &amp; pemda sama2 salah memahami arti ""pandemi covid"". lockdown &amp; psbb sama2 gak perlu.\xf0\x9f\xa4\x94'";negatif
02/03/2021 15:49;b'@nisemonrinn boleee, klo udh gaterlalu psbb bgt yuk\xf0\x9f\xa5\xba';netral
02/03/2021 15:48;b'@subtanyarl Karpet, karna pas itu ada acara disekolah trs disuru bawa karpet. Eh lupa dibawa pulang, keburu psbb, sampe sekarang masih dilaci.';negatif
02/03/2021 15:41;b'@sixtwelveone jgn sampe kaya psbb bilangnya 2 minggu tiba2 setahun aja\xf0\x9f\x98\xad';negatif
02/03/2021 15:31;b'Pengen banget sop bangkum biasa buka 24jam, pede banget ma Hepni jam 1 pagi kesana tauknya tutup. Besoknyaa jam 9 lewat dikit tutup juga trnyta psbb Bogor kan tuh ga ngeh. Barusan gofut sebelum jam 9 yeyeyeye berhasil!\nEren wants, Eren gets \xf0\x9f\x98\x8e';positif
02/03/2021 15:30;b'@Dinsamaza @musniumar Dan sdh direncanakan jauh sebelumnya, kepolisian / psbb melarang tetapi mereka tidak hiraukan.';negatif
02/03/2021 15:28;b'@maspetrokk psbb';netral
02/03/2021 15:26;b'aku terlalu fastrep, buat km yang mbb, sbb, psbb, kontl.';negatif
02/03/2021 15:17;b'@subtanyarl teruntuk coklat gw yang ditinggal di lemari kantor sebelum psbb hiks';netral
02/03/2021 15:16;b'@RyuukaTamae /screams in psbb';negatif
02/03/2021 15:07;b'@subtanyarl ngga sebelum psbb sih, tapi pas sekolah duluuu\nemang sering ninggalin sisa makanan dikolong mejaa wkwkwk';netral
02/03/2021 15:04;b'@subtanyarl mukena gue anjir, seminggu sebelum psbb sekolah gue uts tapi gue dbd jd dirawat lah di rs berbulan bulan tuh mukena diloker anjir, pas oktober sempet sekolah udh pindah kelas mukena gue dibuang kayanya sm ob sekolah';negatif
02/03/2021 14:56;b'@Unsoedfess1963 Di pwt psbb diserahkan ke kecamatan/kelurahan/rtrw masing\xc2\xb2 jadi ya bisa aja mungkin di satu daerah bisa beda\xc2\xb2';positif
02/03/2021 14:49;b'HBD DBD PBB PKB PSBB orok \xe2\x9d\xa4 https://t.co/oUpIqSjt06';negatif
02/03/2021 14:48;b'@subtanyarl eh apa ya anjir\nada ga ya? lupa weee\nintinya jumat sebelum psbb, sama temen temen keluar makan  \ndah itu';netral
02/03/2021 14:40;b'@subtanyarl bukan semenjak psbb si, tapi lulus tahun 2019 kelupaan ngambil tupperware + tafsir di kolong meja, keingetnya tuh pas udah berangkat keperantauan buat kuliah\xf0\x9f\x99\x83';netral
02/03/2021 14:38;b'@subtanyarl Nggak ninggalin apa2. Soalnya sebelum libur buat psbb, libur buat try out kakel dulu. Jadi ruang kelas dibersihin sebelum libur';negatif
02/03/2021 14:35;b'@signYERIIII Besok satenya. Sekarang udah abis kan udah malam lagi psbb';netral
02/03/2021 14:34;b'Covid udah setahun. Awal-awal PSBB dan banyak perubahan kebiasaan dalam hidup macam WFH juga cukup bikin stress. \n\nMau bilang terima kasih ke diri sendiri yang udah mampu bertahan tetap waras sampai hari ini.';negatif
02/03/2021 14:28;b'Melaksanakan kegiatan patroli Woro Woro  :\n1.agar selalu mematuhi 3M + 1 T menggunakan masker , mencuci tangan , menjaga jarak , dan tidak berkerumun\n\n2.himbauan kpd masy ttg INBUP Clp no.1 th 2021 ttg PSBB /PPKM \n\n3.agar  masy patuh peraturan krn covid 19 blm berakhir https://t.co/8WogdW4lJ7';positif
02/03/2021 14:28;b'Melaksanakan kegiatan patroli Woro Woro  :\n1.agar selalu mematuhi 3M + 1 T menggunakan masker , mencuci tangan , menjaga jarak , dan tidak berkerumun\n\n2.himbauan kpd masy ttg INBUP Clp no.1 th 2021 ttg PSBB /PPKM \n\n3.agar  masy patuh peraturan krn covid 19 blm berakhir https://t.co/OOnPJ1aFwt';positif
